node_id,epoch,is_malicious,peer_agreement_rate,ssl_accuracy,avg_rt_error,report_consistency,sudden_change_score,uptime_deviation,blocks_mined,orphan_blocks,fraud_attempts,gas_price_variance,tx_submitted,itt_jitter,ewma_trust_score,bayesian_confidence
24,175,0,0.8836400193495407,0.9156420954588548,0.1081940259934024,0.9653107799500122,0.02717130836617672,0.03350736861821373,0.3448275862068966,0,0,0.0001990906547489609,0.2988659106070714,0.3804883492893752,0.8638348823155271,0.8180321908212644
25,239,0,0.9192607016011107,0.9578082555782409,0.037747195949552,0.9080769183829647,0.04294952753981462,0.06673366269230081,0.0,0,0,0.005331488604769767,0.2321547698465644,0.5650824343851393,0.8535262077727636,0.9677734888084851
26,160,1,0.2718457518779307,0.425543177675093,0.6209330090651871,0.4949609635271305,0.6548766345084754,0.9728405441599476,0.1379310344827586,11,3,0.7999166932581263,0.7084723148765844,0.005856554369162941,0.2510891953612312,0.9227795866449393
27,213,0,0.9574472154766691,0.9719480501737344,0.2314581743395766,0.9473596126843059,0.01369051221484955,0.1045053148026663,0.8620689655172413,1,0,0.005560152602842382,0.2101400933955971,0.6694098005678955,0.895758495907267,0.7861900521120215
28,427,0,0.9337590531077159,0.9797529414317663,0.09328376375691348,0.9449749184913246,0.07952614131872252,0.149007570861485,0.2413793103448276,0,0,0.004553796177664119,0.7264843228819213,0.5075582285765985,0.897033881332124,0.7283551578101688
29,248,1,0.1372484101938463,0.2428982041884477,0.9670191247782876,0.6029939897710528,0.7331632180153347,0.7909617123785939,0.3103448275862069,10,5,0.9728405817123371,0.837891927951968,0.02441353777395666,0.1325858597024569,0.8949730075155572
30,178,0,0.9149297366186003,0.9149867196040379,0.1086910063564393,0.9707274986516824,0.02302354345493777,0.1743625835612192,0.6896551724137931,2,0,0.005756325717341566,0.7658438959306204,0.465616942529061,0.8318489962569489,0.8304765504066053
31,166,0,0.952563503569793,0.9264327381843379,0.1529549837405336,0.9222558491000192,0.0003399791485287573,0.1511493481437413,0.7931034482758621,0,0,0.007801183918349646,0.5817211474316211,0.7637075924813819,0.895159448979748,0.9893861335536057
32,440,0,0.9946371127031643,0.985474980778331,0.2344530675735121,0.9740142386708683,0.001865842896378478,0.05789851188791709,0.2413793103448276,2,0,0.003954292488358272,0.5196797865243495,0.6336994059547363,0.9125815540998526,0.9106867723971306
33,102,0,0.8556053200386531,0.9042075521699995,0.002561576760834716,0.9265309607114852,0.007713152148939329,0.06304496071459369,0.5517241379310345,1,0,0.008657606118472001,0.3855903935957305,0.3715000801206756,0.8202619753222307,0.8502157351608999
34,327,0,0.816613817565375,0.9204712532901685,0.1095818427673304,0.9504761547069027,0.08786545269059344,0.07477975463898322,0.5172413793103449,2,0,0.00291383145891233,0.04803202134756504,0.200826095372904,0.7516588831369068,0.8358875914345104
35,273,0,0.8966228069574986,0.9067509778603423,0.05454664420360662,0.953622342480358,0.02486658269755257,0.06652873444493856,0.8275862068965517,1,0,0.008326465553850368,0.257505003335557,0.7824618645718,0.8808260865945727,0.8091615735409887
36,109,0,0.9867019286765206,0.9452893381197577,0.03792798020489489,0.929985386581789,0.08733283289708249,0.0967540291709917,0.2068965517241379,0,0,0.001356371785922962,0.789859906604403,0.5593503652370327,0.9704029372143534,0.8027838564573249
37,365,1,0.2552477868322334,0.590991748728168,0.6935274592070153,0.5386432277586839,0.748121190492931,0.9972350699112973,0.2413793103448276,11,4,0.7462641110853039,0.3575717144763175,0.03447815453938488,0.2404052995037679,0.79797192976135
38,493,0,0.9944262501487902,0.9137433154279836,0.1414235337038861,0.9171434657413327,0.05880711929389953,0.1168386820195258,0.1724137931034483,0,0,0.000231041002104561,0.933955970647098,0.2889770774480105,0.9576045813067362,0.8905986764750823
39,325,0,0.9779618594041763,0.986209049652603,0.1838199451038532,0.9908550131002596,0.06587735017650641,0.1268379780528689,0.9310344827586207,0,0,0.00811880755712127,0.6110740493662442,0.6645619981855198,0.9235401092118876,0.887167338819752
40,409,0,0.9782109744779642,0.9155460547613619,0.1869776765962163,0.9956107151972147,0.03473130382776767,0.04401949248599935,0.03448275862068965,2,0,0.001616811924848379,0.6644429619746498,0.7861585486248945,0.9162380193875097,0.9854049209887372
41,352,0,0.8776551081095597,0.9620148822472119,0.1010031718956828,0.9284526486534599,0.03449507125619938,0.04777056566763887,0.4827586206896552,2,0,0.000347357266881998,0.2168112074716478,0.6491955498521276,0.849647399093836,0.7962816023835663
42,427,1,0.2641841501281921,0.5187928822706106,0.8196698676137371,0.6535175610576023,0.6711032910179792,0.6938871529374009,0.2758620689655172,12,7,0.7503466530696585,0.2354903268845897,0.03738203061227621,0.2484739425026829,0.8579731541107449
43,89,0,0.8207514410968088,0.9777350444906464,0.1792106779816545,0.9159685217434327,0.03072342586137441,0.02332309274824074,1.0,0,0,0.0002145318506332936,0.5650433622414943,0.7542186604042951,0.7910213104474292,0.7447742740828057
44,417,0,0.9874476662932917,0.9770524489729892,0.07351824955370125,0.9258301484781686,0.02192583868240558,0.1612298883749467,0.2068965517241379,2,0,0.006115701297049042,0.6404269513008672,0.7821403954264148,0.926870241749888,0.7825452141557487
45,193,0,0.9880638533350088,0.9436612097324747,0.1562796969635919,0.9796721467099463,0.03044399279955293,0.1035252713725177,0.9655172413793104,1,0,0.003028963004505655,0.1287525016677785,0.6086099222434702,0.9670040729203492,0.7105617334051385
46,207,0,0.9137745675205798,0.9207575765541223,0.2319589972805043,0.9302272422944807,0.05878637229561484,0.03235405582228834,0.0,2,0,0.004430178814370384,0.428285523682455,0.7782036250159581,0.8518471099468825,0.8059227023016798
47,430,0,0.9826636903643686,0.9972938568319174,0.09159149560555857,0.97820651810046,0.05408067522868752,0.1705107553382115,0.5862068965517241,0,0,0.000708464842222353,0.1434289526350901,0.3922280885250894,0.9247359766993398,0.9608658179338296
48,475,0,0.8619888360089729,0.9423328966823263,0.1581154163188032,0.90000406322469,0.0221312147938936,0.1263299895755572,0.5517241379310345,2,0,0.008410748255240613,0.1440960640426951,0.3001468197440399,0.8458852734334174,0.8672006431014081
49,142,0,0.8940730608680559,0.9368255869811818,0.2517659333732783,0.95196107415405,0.06744005859125289,0.09878504779353454,0.1379310344827586,0,0,0.004231733437148616,0.2494996664442962,0.447171863521595,0.8531831990422061,0.8647432751465859
50,280,0,0.9354642367342076,0.9002243275800622,0.2833873447168485,0.9891601933861136,0.04200488672457029,0.06082374229496219,0.4827586206896552,1,0,0.00705443748801312,0.9773182121414277,0.4968219627561417,0.8939001847046639,0.80012153730112
51,77,1,0.1397182514043665,0.2801699295090691,0.6089163900737036,0.4342642097521709,0.5849913181244366,0.6792526696316168,0.8620689655172413,14,7,0.7696462561600534,0.3202134756504336,0.01012651749159506,0.1326201113458236,0.7345445232016443
52,385,0,0.8795439710489016,0.9470356654089462,0.006773303559099264,0.9200923439106937,0.02018724876799315,0.1542255709506672,0.896551724137931,2,0,0.00494938016540944,0.5570380253502335,0.5784214386537939,0.834782879450477,0.7680523890217459
53,217,0,0.9392857786252237,0.9883407045435253,0.01925721857474936,0.9850714321678964,0.09740836967109034,0.1991695756525841,0.2068965517241379,1,0,0.006135557444492247,0.4416277518345564,0.2236157484078222,0.8900535001028695,0.770667697137123
54,139,1,0.3306451638880787,0.2309043402367623,0.7897995860124103,0.586576760618308,0.6179939706272326,0.7617410043119407,0.5517241379310345,11,9,0.2880004376103486,0.9606404269513009,0.004734676861947918,0.3082792751973138,0.7159406352242791
55,235,1,0.2193671755358425,0.5822279339459844,0.6224008961077714,0.6129495488584913,0.5350193510013758,0.7410119869494077,0.103448275862069,10,5,0.1379406387239031,0.5650433622414943,0.02446310470004487,0.2178292436875083,0.7988441790409629
56,224,0,0.8760602918316925,0.9654839913450532,0.02582660511626202,0.9981702090601114,0.03808312834254191,0.03281285980785975,0.0,1,0,0.0070304740391879,0.6204136090727151,0.4799676132512159,0.8501553402757466,0.8152310213409433
57,271,0,0.9382060440542224,0.9927075970289149,0.230923429983512,0.9199023097671983,0.09821142797865905,0.08706619839598553,0.7241379310344828,0,0,0.00614381236536126,0.6304202801867912,0.3161076094756231,0.8976551079978482,0.71836984233336
58,258,0,0.8319940953098836,0.9010228728711506,0.03425425463480936,0.9071528268586685,0.005251191813630052,0.06632179959670902,0.3793103448275862,2,0,0.003824652398621067,0.5156771180787192,0.5064157133504485,0.8066479850848056,0.7058604829919455
59,9,0,0.9927832236848005,0.952891683231959,0.0171970279890893,0.986269578225582,0.08858839681337949,0.07809617259764959,0.0,2,0,0.00638611869781411,0.7304869913275517,0.6115176851621995,0.9441617464162266,0.881545437793976
60,105,1,0.2553730500425109,0.2662649808074551,0.7340394986511548,0.648697343573222,0.7804080751607222,0.8300236660728565,0.8275862068965517,11,2,0.3674284696168537,0.3262174783188793,0.02233122205159482,0.2408532890753969,0.8397235404034511
61,247,0,0.8358039904818771,0.9274900590478273,0.1256972020266162,0.9553831697203323,0.05145773178498926,0.05024062553145969,0.5517241379310345,0,0,0.005290009892486048,0.875917278185457,0.6694471002450197,0.8224259814325728,0.8713567276565607
62,153,0,0.9824162388802528,0.9758877174971875,0.250822978438031,0.9255060303601635,0.009063905406958084,0.05400568812676197,0.896551724137931,2,0,0.005582498012256091,0.7078052034689793,0.6686151220671124,0.9637535070445282,0.9595388846537622
63,245,0,0.8266487973326183,0.9410469786511291,0.1730751739096054,0.9340711544693014,0.06947286405019895,0.08274330765036338,0.6896551724137931,1,0,0.007958103259446486,0.4723148765843896,0.4784760435066686,0.7658578178107562,0.8191066256006698
64,5,0,0.9011044423895891,0.9574657053347277,0.0708913813048997,0.9392456792788351,0.0877006060567512,0.1902228929021403,0.03448275862068965,1,0,0.007881839941541043,0.05003335557038025,0.327571892699154,0.8424236075735438,0.8169282526803285
65,383,0,0.8537905734815676,0.9978218871481935,0.04523199113798308,0.9020554848344247,0.02262626499960185,0.193793962661868,0.7931034482758621,2,0,0.004044693326693304,0.8225483655770514,0.2959180724386501,0.7985588755514296,0.7520268133987137
66,343,0,0.8197005344419642,0.9225079617734766,0.1267204763167898,0.9629656886670731,0.08059260715864656,0.1136905120318315,0.03448275862068965,0,0,0.008915651538325095,0.57104736490994,0.3804347894362379,0.7583492249201187,0.9315528991847202
67,74,0,0.8282479977672935,0.9390087625871265,0.09604207456660062,0.9323089184134988,0.07992608089722153,0.0912684727211463,0.9310344827586207,1,0,0.004978564174823304,0.3582388258839226,0.525279366995294,0.7669671176954339,0.9512308255679097
68,261,0,0.8625147176094063,0.9818099155844203,0.1365750215180273,0.9060940726305473,0.04306999359512098,0.0865840270657162,0.5517241379310345,2,0,0.00301123991593801,0.5743829219479654,0.5154078270511138,0.7828851331850949,0.8188831955377829
69,409,0,0.892437223298693,0.9553550743149946,0.1320371732191148,0.9608856926990382,0.08929175888180607,0.1195082480178641,0.4827586206896552,2,0,0.005488645787705849,0.3155436957971982,0.407526290503789,0.80423392611911,0.7041300113855019
70,474,0,0.8720785301025076,0.9476457959479773,0.01974373468724615,0.9113637238058101,0.09746056649100293,0.1114620432145974,0.0,0,0,0.000256700293971785,0.3168779186124083,0.6546923671928815,0.8333069887114288,0.9205731922947291
71,124,0,0.8161708146549522,0.9430941440919485,0.2134491889578108,0.9846369778339351,0.06619015111850526,0.1460321237121531,0.3448275862068966,1,0,0.0005948435606032158,0.8585723815877252,0.3122721777088566,0.7678034763807238,0.7915320567293331
72,260,0,0.9561959309195454,0.904289455955079,0.1569008696848418,0.9709985587362819,0.0334120899843337,0.135549639740546,0.8275862068965517,1,0,0.006899974192836013,0.2555036691127418,0.5023464016422713,0.8945246970615041,0.9150976771108306
73,420,1,0.2572757753967618,0.4791821601324175,0.6890378641657482,0.436179943254779,0.5350151921414011,0.6712878225439501,0.3793103448275862,10,6,0.5188309470985495,0.3122081387591728,0.009188809008221669,0.249736958396537,0.9383965818096023
74,287,0,0.8611241666295268,0.9370695110036319,0.20021826979767,0.9949413820274456,0.08664572816849692,0.1297611721474535,1.0,1,0,0.003545589425155882,0.8278852568378919,0.4414448216753897,0.7958686005655123,0.8115248254847035
75,297,0,0.8140636633315669,0.9780787529743831,0.1721631438144492,0.9536663248701002,0.08291154944331358,0.1061948043623254,0.06896551724137931,2,0,0.007315551809506826,0.7038025350233489,0.2153637866158791,0.785612036035247,0.7337430290800685
76,419,1,0.3053074371326098,0.4719752377436244,0.9711473739912055,0.5924567475274818,0.5707268078898521,0.9223228218920126,0.8275862068965517,13,6,0.7661420376211997,0.9599733155436958,0.009878561034983808,0.2764053125420134,0.8666434627150008
77,149,0,0.8625514845116093,0.9278916845071818,0.2833143462597446,0.9287723285993635,0.09083545069698248,0.1862006724345013,0.3103448275862069,0,0,0.005088591619199168,0.03802535023348899,0.6456764920586135,0.8563097536393867,0.8636558835408963
78,146,0,0.8146138264565642,0.9934463052086713,0.1879864194412185,0.9719612995703497,0.001649815619350481,0.1690816904216382,0.8620689655172413,1,0,0.004147038696652718,0.8532354903268846,0.7567435544794439,0.7745659571834864,0.7880271005050654
79,371,0,0.9003181070283898,0.9249176511777096,0.1511102382105387,0.9597461566835224,0.05739464013992805,0.1448115247558052,0.2068965517241379,0,0,0.006250617965237472,0.2688458972648432,0.2697443081523029,0.8994991317462653,0.8433730395771912
80,288,0,0.943829288460303,0.9435955121292396,0.1042518696082158,0.9160134801962422,0.0433930075147774,0.1057984795296167,0.7241379310344828,0,0,0.008778683441633312,0.4943295530353569,0.6312216804779553,0.8848472569240233,0.9795632723436659
81,486,0,0.8336165878868959,0.9625040260295101,0.06589835296068523,0.9029934235115681,0.01987659976522102,0.08737403375456752,0.6206896551724138,1,0,0.001834876476390497,0.2921947965310207,0.7768974860964126,0.7867544811211313,0.8168533413001838
82,326,0,0.9416781515272592,0.9615196244328542,0.1738845956107782,0.9189067474772815,0.04881438866288434,0.08048195354368992,0.6206896551724138,1,0,0.006718181432911717,0.02935290193462308,0.7063221852327115,0.9137389524693392,0.8324232799006235
83,348,0,0.9039984071262245,0.9341891260776404,0.0106206291736976,0.969427154047822,0.01670008720544367,0.1174083669380476,0.103448275862069,0,0,0.007582105763076825,0.4516344229486324,0.290423245815105,0.8137903397880747,0.8734644340390051
84,50,0,0.9705779525482855,0.9518980482731756,0.1038961544989728,0.9996562455535407,0.05717812467216302,0.1177905131220469,0.06896551724137931,2,0,0.006885246673086236,0.4803202134756505,0.6595181962287238,0.92425334242496,0.7738903089644413
85,466,0,0.9392052164770164,0.9103283696665305,0.0645730633925189,0.9335054878587722,0.04840295860630857,0.04529801777107523,0.9310344827586207,1,0,0.003438359494182289,0.1794529686457638,0.4781011737521682,0.8971320624531074,0.9420659813054414
86,136,0,0.8274617554406049,0.993995034846247,0.1104571124811271,0.9027407579448656,0.0607450651031367,0.1075282539645194,0.7241379310344828,1,0,0.007652734997175489,0.0066711140760507,0.7187753969829573,0.8222100233083799,0.9837822150172129
87,179,0,0.8730707310518098,0.9170856607344984,0.1180731020261944,0.957116409782812,0.00987523143217588,0.1393092640697587,0.3103448275862069,2,0,0.006949414456390019,0.2715143428952635,0.2353927383145779,0.8156450482956771,0.9330026833316831
88,36,0,0.9380498284026855,0.982077837709413,0.08661624901786398,0.9408630231602438,0.07926965479570929,0.1371153563379212,0.103448275862069,1,0,0.0009499941782205499,0.9993328885923949,0.2384259512111148,0.8634432249359043,0.9607258551695481
89,457,0,0.9524385333092933,0.9748855202974737,0.1076021597792365,0.9476407310793676,0.00727820699123204,0.154815583521661,0.4827586206896552,1,0,0.003980370862425781,0.06137424949966645,0.6116812717530835,0.9474634192070591,0.9335673197366192
90,85,0,0.8230465090030056,0.9285324546760139,0.1990943307816588,0.9534192105160881,0.02413723234629903,0.01173500635391298,0.7241379310344828,2,0,0.001351990040878379,0.1434289526350901,0.3269859277779201,0.7511085655795737,0.8626378238352146
91,122,1,0.3187825349800293,0.4885257168844291,0.7187578429984003,0.4365955225927582,0.7617409867711394,0.8958356672492287,0.4137931034482759,8,6,0.2761931026790191,0.2254836557705137,0.03622879023255783,0.2918736839477588,0.7545087115508411
92,455,0,0.8753951902145409,0.9877670869071821,0.1618001438512317,0.9004133837725821,0.006383283275446228,0.04049931734629493,0.0,2,0,0.007290837573311128,0.7084723148765844,0.2281515231344095,0.807621460636815,0.8373156291912007
93,387,0,0.858105852721274,0.9075938809286713,0.2640258104586446,0.9585178764523477,0.03761907871937745,0.14264436416357,0.9310344827586207,2,0,0.005311547168068424,0.8038692461641094,0.5504801490226592,0.8526790066785547,0.9861944561707083
94,123,0,0.9445218709164147,0.9839349532361983,0.1285578571509815,0.9258149891059734,0.01335101834649373,0.198907191078063,0.103448275862069,1,0,0.004676717065886623,0.5743829219479654,0.5136540243455436,0.9419174187675116,0.9601674574807337
95,63,0,0.8248885962699681,0.9382172439684783,0.1677648389620131,0.9931494874457124,0.08769993225377504,0.15096793519425,0.8275862068965517,0,0,0.007463226492238673,0.4049366244162775,0.3275452285291955,0.7579874883247737,0.7157354311122766
96,86,0,0.8238249257540149,0.9720923903538992,0.2638620339059592,0.9832150497356492,0.00702027269402361,0.0723133672390704,0.1724137931034483,0,0,0.007922049349498939,0.1887925283522348,0.6803522696860185,0.8085734634284109,0.8004018185388041
97,39,0,0.8809612753836746,0.974172943884838,0.2767676916388642,0.963142445371667,0.01727535970135769,0.00147790595085584,0.3103448275862069,1,0,0.007136170344738593,0.1387591727818546,0.3919906932855659,0.7970742665001128,0.855967433786728
98,26,0,0.8575913456090932,0.9341450625648926,0.07039778580440903,0.9212669843299095,0.07305031308630515,0.1339351845809848,0.2758620689655172,0,0,0.002447675564305504,0.7398265510340227,0.2799117185567665,0.8228263729258293,0.8396482213200115
99,482,0,0.8077069330120508,0.9123436351543882,0.2733681076051245,0.9939538651359825,0.03724944600480251,0.02572120406113481,0.3103448275862069,0,0,0.007102517860691466,0.7064709806537692,0.4723394675903695,0.7695424740645704,0.8228298602004975
100,354,0,0.8530818132221991,0.928526816093353,0.2106274959492646,0.9822311413481636,0.0273514558333954,0.1553671997953362,0.2413793103448276,1,0,0.005816190743845499,0.03602401601067378,0.6378954929658149,0.821101001932524,0.9866523029301054
101,233,1,0.1066692540132794,0.219932645269996,0.9480468855491213,0.575032333287748,0.6975938903891274,0.9944645523088769,0.103448275862069,13,9,0.6436400034567531,0.4202801867911941,0.04061199124103317,0.1064440661942762,0.8502308661308453
102,146,1,0.1125102424957059,0.3387133041202992,0.6442500629256601,0.5528135001603621,0.5969499347729954,0.800271352798477,0.03448275862068965,11,4,0.5531413447768406,0.933955970647098,0.02384018140486128,0.1020309794340533,0.9660593755859794
103,478,0,0.8039713712321441,0.9821850422833505,0.2512091715579897,0.9955514651950407,0.05510413036003362,0.07125422068230103,0.5172413793103449,1,0,0.001726514558198651,0.0200133422281521,0.7772373734103906,0.769673823068315,0.9021877770959859
104,0,0,0.9154409958816442,0.9423735172063016,0.2471451162039599,0.9135881886098637,0.08937682983231082,0.1612315640319995,0.9655172413793104,0,0,0.006906399818821385,0.00066711140760507,0.2166544202226516,0.8277351736970912,0.8671217464584574
105,323,0,0.9689751342853644,0.9689156705645124,0.1679953833614717,0.9568818106433866,0.09881846138745616,0.0292075828984133,0.2758620689655172,1,0,0.001650709637672832,0.8225483655770514,0.7660121308907666,0.9607091477292035,0.9265820728173317
106,383,0,0.9693561275491684,0.9100089755363727,0.07337408350559695,0.9394405388788363,0.07022326185806742,0.09443351811774765,1.0,1,0,0.0003125643581172918,0.4442961974649767,0.2931129406908614,0.8973569574560235,0.9082289638308447
107,331,0,0.8554447254664156,0.9595828604880523,0.01087415727736306,0.9357017064885026,0.01939664888743409,0.1981124168014969,0.03448275862068965,2,0,0.004955292719757487,0.8332221480987325,0.616285781974397,0.8236423947005371,0.7814398915368388
108,393,0,0.9072485443769542,0.9980407587528413,0.2184425185642093,0.9358777520941411,0.01147915167768844,0.02756812584503243,0.7586206896551724,2,0,0.006239509151354833,0.8372248165443629,0.4801928317180103,0.8688896767759643,0.8079870828559672
109,307,0,0.8753787741333832,0.9009345510083812,0.1975375556811673,0.9737586219453529,0.07675850797361729,0.08173466056725115,0.2758620689655172,0,0,0.008291729971566734,0.8425617078052035,0.7002670585034625,0.8609414766302722,0.8635735011430311
110,7,0,0.9360310472993246,0.9555770798108074,0.004649346899214834,0.9743097454891628,0.06022496004091025,0.1817161732347057,0.5172413793103449,2,0,0.008546196864663696,0.5370246831220814,0.2418057867823513,0.8963946002731629,0.9022284864278445
111,134,0,0.8603559621918895,0.9081340497447199,0.01167141718086744,0.9032372863580677,0.0322714576652647,0.1083120464266606,0.6896551724137931,1,0,0.006350738321359415,0.0867244829886591,0.7964513271714821,0.7901428614209685,0.7702527234507891
112,495,0,0.8029120838357181,0.9669570474063499,0.149877496164251,0.9818211403433055,0.07733411327510617,0.04337641883465555,0.1724137931034483,0,0,0.007297876481181719,0.4069379586390927,0.6824868684376488,0.7999185610547885,0.8099363105227876
113,109,0,0.9684621152955813,0.9547751865558588,0.1227363541195798,0.9108998373716435,0.07770232261981969,0.1018968463043974,0.8275862068965517,0,0,0.004933720249825477,0.9479653102068045,0.2045283655124733,0.9213816749158533,0.8690398352492918
114,30,0,0.9247886093309519,0.9865054844270216,0.09255876756741231,0.9389220212459711,0.01273957918365138,0.0925279335001191,0.7241379310344828,2,0,0.004987562878411519,0.6217478318879253,0.5165570131972537,0.884538445504723,0.7800228837058906
115,302,0,0.8678530279422182,0.9088716220732613,0.1890941373323695,0.910024788885866,0.001973515191910513,0.1621744740517163,0.7586206896551724,1,0,0.002043253616631751,0.314209472981988,0.5185516247694103,0.8546565257671734,0.9571215266668641
116,413,0,0.956449759207742,0.9690503338039868,0.2871127045697016,0.953395977200921,0.09988612477283337,0.1565178356229423,0.3448275862068966,2,0,0.001813430148963912,0.6217478318879253,0.5271447692660312,0.8907957676930977,0.7041874020054738
